DOI,Name,MonitoringLocationID,MonitoringLocationName,MonitoringLocationLatitude,MonitoringLocationLongitude,MonitoringLocationHorizontalCoordinateReferenceSystem,MonitoringLocationHorizontalAccuracyMeasure,MonitoringLocationHorizontalAccuracyUnit,MonitoringLocationVerticalMeasure,MonitoringLocationVerticalUnit,MonitoringLocationType,ActivityType,ActivityMediaName,ActivityStartDate,ActivityStartTime,ActivityEndDate,ActivityEndTime,ActivityDepthHeightMeasure,ActivityDepthHeightUnit,SampleCollectionEquipmentName,CharacteristicName,MethodSpeciation,ResultSampleFraction,ResultValue,ResultUnit,ResultValueType,ResultDetectionCondition,ResultDetectionQuantitationLimitMeasure,ResultDetectionQuantitationLimitUnit,ResultDetectionQuantitationLimitType,ResultStatusID,ResultComment,ResultAnalyticalMethodID,ResultAnalyticalMethodContext,ResultAnalyticalMethodName,AnalysisStartDate,AnalysisStartTime,AnalysisStartTimeZone,LaboratoryName,LaboratorySampleID
https://doi.org/10.25976/vmt3-j060,Winnipeg River Basin Long-term Water Quality Monitoring Data,MA05PF0022,"WINNIPEG RIVER AT POINTE DU BOIS,",50.3006,-95.5556,NAD27,,,,,River/Stream,Sample-Routine,Surface Water,2022-08-24,11:35:00,,,,,,"Alkalinity, total",as CaCO3,,43.2,mg/L,Actual,,,mg/L,,Preliminary,,10111,ENV/CANADA,,,,,ECCCLabs,
https://doi.org/10.25976/tm9b-c550,Assiniboine-Red River Basin Long-term Water Quality Monitoring Data,MA05OC0001,"RED RIVER AT EMERSON, MANITOBA",49.0081,-97.2106,NAD27,,,,,River/Stream,Sample-Routine,Surface Water,2022-08-30,09:30:00,,,,,,"Alkalinity, total",as CaCO3,,231,mg/L,Actual,,,mg/L,,Preliminary,,10111,ENV/CANADA,,,,,ECCCLabs,
https://doi.org/10.25976/tm9b-c550,Assiniboine-Red River Basin Long-term Water Quality Monitoring Data,MA05OC0001,"RED RIVER AT EMERSON, MANITOBA",49.0081,-97.2106,NAD27,,,,,River/Stream,Sample-Routine,Surface Water,2022-09-07,10:00:00,,,,,,"Alkalinity, total",as CaCO3,,232,mg/L,Actual,,,mg/L,,Preliminary,,10111,ENV/CANADA,,,,,ECCCLabs,
https://doi.org/10.25976/nfat-9s96,Lower Saskatchewan - Nelson River Basin Long-term Water Quality Monitoring Data,MA05KH0001,SASKATCHEWAN RIVER ABOVE CARROT RIVER,53.8417,-101.3342,NAD27,,,,,River/Stream,Sample-Routine,Surface Water,2022-09-07,11:55:00,,,,,,"Alkalinity, total",as CaCO3,,129,mg/L,Actual,,,mg/L,,Preliminary,,10111,ENV/CANADA,,,,,ECCCLabs,
https://doi.org/10.25976/tm9b-c550,Assiniboine-Red River Basin Long-term Water Quality Monitoring Data,MA05OC0001,"RED RIVER AT EMERSON, MANITOBA",49.0081,-97.2106,NAD27,,,,,River/Stream,Sample-Routine,Surface Water,2022-09-12,12:25:00,,,,,,"Alkalinity, total",as CaCO3,,223,mg/L,Actual,,,mg/L,,Preliminary,,10111,ENV/CANADA,,,,,ECCCLabs,
https://doi.org/10.25976/tm9b-c550,Assiniboine-Red River Basin Long-term Water Quality Monitoring Data,MA05OB0001,"PEMBINA RIVER AT WINDYGATES, MANITOBA",49.0314,-98.2778,NAD27,,,,,River/Stream,Sample-Routine,Surface Water,2022-09-12,14:25:00,,,,,,"Alkalinity, total",as CaCO3,,273,mg/L,Actual,,,mg/L,,Preliminary,,10111,ENV/CANADA,,,,,ECCCLabs,
https://doi.org/10.25976/vmt3-j060,Winnipeg River Basin Long-term Water Quality Monitoring Data,MA05PF0022,"WINNIPEG RIVER AT POINTE DU BOIS,",50.3006,-95.5556,NAD27,,,,,River/Stream,Sample-Routine,Surface Water,2022-09-15,11:05:00,,,,,,"Alkalinity, total",as CaCO3,,42.8,mg/L,Actual,,,mg/L,,Preliminary,,10111,ENV/CANADA,,,,,ECCCLabs,
https://doi.org/10.25976/vmt3-j060,Winnipeg River Basin Long-term Water Quality Monitoring Data,MA05PF0022,"WINNIPEG RIVER AT POINTE DU BOIS,",50.3006,-95.5556,NAD27,,,,,River/Stream,Sample-Routine,Surface Water,2022-09-15,11:30:00,,,,,,"Alkalinity, total",as CaCO3,,43.8,mg/L,Actual,,,mg/L,,Preliminary,,10111,ENV/CANADA,,,,,ECCCLabs,
https://doi.org/10.25976/vmt3-j060,Winnipeg River Basin Long-term Water Quality Monitoring Data,MA05PF0022,"WINNIPEG RIVER AT POINTE DU BOIS,",50.3006,-95.5556,NAD27,,,,,River/Stream,Sample-Routine,Surface Water,2022-09-15,11:35:00,,,,,,"Alkalinity, total",as CaCO3,,43.3,mg/L,Actual,,,mg/L,,Preliminary,,10111,ENV/CANADA,,,,,ECCCLabs,
https://doi.org/10.25976/vmt3-j060,Winnipeg River Basin Long-term Water Quality Monitoring Data,MA05PF0022,"WINNIPEG RIVER AT POINTE DU BOIS,",50.3006,-95.5556,NAD27,,,,,River/Stream,Sample-Routine,Surface Water,2022-09-15,11:40:00,,,,,,"Alkalinity, total",as CaCO3,,42.4,mg/L,Actual,,,mg/L,,Preliminary,,10111,ENV/CANADA,,,,,ECCCLabs,
https://doi.org/10.25976/tm9b-c550,Assiniboine-Red River Basin Long-term Water Quality Monitoring Data,MA05OC0001,"RED RIVER AT EMERSON, MANITOBA",49.0081,-97.2106,NAD27,,,,,River/Stream,Sample-Routine,Surface Water,2022-09-20,12:45:00,,,,,,"Alkalinity, total",as CaCO3,,192,mg/L,Actual,,,mg/L,,Preliminary,,10111,ENV/CANADA,,,,,ECCCLabs,
https://doi.org/10.25976/tm9b-c550,Assiniboine-Red River Basin Long-term Water Quality Monitoring Data,MA05OC0001,"RED RIVER AT EMERSON, MANITOBA",49.0081,-97.2106,NAD27,,,,,River/Stream,Sample-Routine,Surface Water,2022-09-28,11:00:00,,,,,,"Alkalinity, total",as CaCO3,,226,mg/L,Actual,,,mg/L,,Preliminary,,10111,ENV/CANADA,,,,,ECCCLabs,
https://doi.org/10.25976/tm9b-c550,Assiniboine-Red River Basin Long-term Water Quality Monitoring Data,MA05OC0001,"RED RIVER AT EMERSON, MANITOBA",49.0081,-97.2106,NAD27,,,,,River/Stream,Sample-Routine,Surface Water,2022-10-06,10:25:00,,,,,,"Alkalinity, total",as CaCO3,,229,mg/L,Actual,,,mg/L,,Preliminary,,10111,ENV/CANADA,,,,,ECCCLabs,
https://doi.org/10.25976/tm9b-c550,Assiniboine-Red River Basin Long-term Water Quality Monitoring Data,MA05OC0001,"RED RIVER AT EMERSON, MANITOBA",49.0081,-97.2106,NAD27,,,,,River/Stream,Sample-Routine,Surface Water,2022-10-11,12:15:00,,,,,,"Alkalinity, total",as CaCO3,,233,mg/L,Actual,,,mg/L,,Preliminary,,10111,ENV/CANADA,,,,,ECCCLabs,
https://doi.org/10.25976/tm9b-c550,Assiniboine-Red River Basin Long-term Water Quality Monitoring Data,MA05OB0001,"PEMBINA RIVER AT WINDYGATES, MANITOBA",49.0314,-98.2778,NAD27,,,,,River/Stream,Sample-Routine,Surface Water,2022-10-13,12:00:00,,,,,,"Alkalinity, total",as CaCO3,,274,mg/L,Actual,,,mg/L,,Preliminary,,10111,ENV/CANADA,,,,,ECCCLabs,
https://doi.org/10.25976/vmt3-j060,Winnipeg River Basin Long-term Water Quality Monitoring Data,MA05PF0022,"WINNIPEG RIVER AT POINTE DU BOIS,",50.3006,-95.5556,NAD27,,,,,River/Stream,Sample-Routine,Surface Water,2022-10-19,10:55:00,,,,,,"Alkalinity, total",as CaCO3,,42.4,mg/L,Actual,,,mg/L,,Preliminary,,10111,ENV/CANADA,,,,,ECCCLabs,
https://doi.org/10.25976/vmt3-j060,Winnipeg River Basin Long-term Water Quality Monitoring Data,MA05PF0022,"WINNIPEG RIVER AT POINTE DU BOIS,",50.3006,-95.5556,NAD27,,,,,River/Stream,Sample-Routine,Surface Water,2022-10-19,11:10:00,,,,,,"Alkalinity, total",as CaCO3,,43,mg/L,Actual,,,mg/L,,Preliminary,,10111,ENV/CANADA,,,,,ECCCLabs,
https://doi.org/10.25976/nfat-9s96,Lower Saskatchewan - Nelson River Basin Long-term Water Quality Monitoring Data,MA05KH0001,SASKATCHEWAN RIVER ABOVE CARROT RIVER,53.8417,-101.3342,NAD27,,,,,River/Stream,Sample-Routine,Surface Water,2022-10-19,13:25:00,,,,,,"Alkalinity, total",as CaCO3,,120,mg/L,Actual,,,mg/L,,Preliminary,,10111,ENV/CANADA,,,,,ECCCLabs,
https://doi.org/10.25976/tm9b-c550,Assiniboine-Red River Basin Long-term Water Quality Monitoring Data,MA05OC0001,"RED RIVER AT EMERSON, MANITOBA",49.0081,-97.2106,NAD27,,,,,River/Stream,Sample-Routine,Surface Water,2022-10-20,12:00:00,,,,,,"Alkalinity, total",as CaCO3,,231,mg/L,Actual,,,mg/L,,Preliminary,,10111,ENV/CANADA,,,,,ECCCLabs,
https://doi.org/10.25976/tm9b-c550,Assiniboine-Red River Basin Long-term Water Quality Monitoring Data,MA05OC0001,"RED RIVER AT EMERSON, MANITOBA",49.0081,-97.2106,NAD27,,,,,River/Stream,Sample-Routine,Surface Water,2022-10-27,11:25:00,,,,,,"Alkalinity, total",as CaCO3,,230,mg/L,Actual,,,mg/L,,Preliminary,,10111,ENV/CANADA,,,,,ECCCLabs,
https://doi.org/10.25976/tm9b-c550,Assiniboine-Red River Basin Long-term Water Quality Monitoring Data,MA05OC0001,"RED RIVER AT EMERSON, MANITOBA",49.0081,-97.2106,NAD27,,,,,River/Stream,Sample-Routine,Surface Water,2022-11-01,11:50:00,,,,,,"Alkalinity, total",as CaCO3,,227,mg/L,Actual,,,mg/L,,Preliminary,,10111,ENV/CANADA,,,,,ECCCLabs,
https://doi.org/10.25976/vmt3-j060,Winnipeg River Basin Long-term Water Quality Monitoring Data,MA05PF0022,"WINNIPEG RIVER AT POINTE DU BOIS,",50.3006,-95.5556,NAD27,,,,,River/Stream,Sample-Routine,Surface Water,2022-11-03,10:10:00,,,,,,"Alkalinity, total",as CaCO3,,44.5,mg/L,Actual,,,mg/L,,Preliminary,,10111,ENV/CANADA,,,,,ECCCLabs,
https://doi.org/10.25976/vmt3-j060,Winnipeg River Basin Long-term Water Quality Monitoring Data,MA05PF0022,"WINNIPEG RIVER AT POINTE DU BOIS,",50.3006,-95.5556,NAD27,,,,,River/Stream,Sample-Routine,Surface Water,2022-11-03,10:25:00,,,,,,"Alkalinity, total",as CaCO3,,44,mg/L,Actual,,,mg/L,,Preliminary,,10111,ENV/CANADA,,,,,ECCCLabs,
https://doi.org/10.25976/tm9b-c550,Assiniboine-Red River Basin Long-term Water Quality Monitoring Data,MA05OC0001,"RED RIVER AT EMERSON, MANITOBA",49.0081,-97.2106,NAD27,,,,,River/Stream,Sample-Routine,Surface Water,2022-11-08,10:45:00,,,,,,"Alkalinity, total",as CaCO3,,233,mg/L,Actual,,,mg/L,,Preliminary,,10111,ENV/CANADA,,,,,ECCCLabs,
https://doi.org/10.25976/tm9b-c550,Assiniboine-Red River Basin Long-term Water Quality Monitoring Data,MA05OC0001,"RED RIVER AT EMERSON, MANITOBA",49.0081,-97.2106,NAD27,,,,,River/Stream,Sample-Routine,Surface Water,2022-11-15,12:00:00,,,,,,"Alkalinity, total",as CaCO3,,237,mg/L,Actual,,,mg/L,,Preliminary,,10111,ENV/CANADA,,,,,ECCCLabs,
https://doi.org/10.25976/tm9b-c550,Assiniboine-Red River Basin Long-term Water Quality Monitoring Data,MA05OC0001,"RED RIVER AT EMERSON, MANITOBA",49.0081,-97.2106,NAD27,,,,,River/Stream,Sample-Routine,Surface Water,2022-11-22,11:50:00,,,,,,"Alkalinity, total",as CaCO3,,233,mg/L,Actual,,,mg/L,,Preliminary,,10111,ENV/CANADA,,,,,ECCCLabs,
https://doi.org/10.25976/tm9b-c550,Assiniboine-Red River Basin Long-term Water Quality Monitoring Data,MA05OC0001,"RED RIVER AT EMERSON, MANITOBA",49.0081,-97.2106,NAD27,,,,,River/Stream,Sample-Routine,Surface Water,2022-11-28,10:40:00,,,,,,"Alkalinity, total",as CaCO3,,238,mg/L,Actual,,,mg/L,,Preliminary,,10111,ENV/CANADA,,,,,ECCCLabs,
https://doi.org/10.25976/tm9b-c550,Assiniboine-Red River Basin Long-term Water Quality Monitoring Data,MA05OC0001,"RED RIVER AT EMERSON, MANITOBA",49.0081,-97.2106,NAD27,,,,,River/Stream,Sample-Routine,Surface Water,2022-12-05,11:00:00,,,,,,"Alkalinity, total",as CaCO3,,259,mg/L,Actual,,,mg/L,,Preliminary,,10111,ENV/CANADA,,,,,ECCCLabs,
https://doi.org/10.25976/tm9b-c550,Assiniboine-Red River Basin Long-term Water Quality Monitoring Data,MA05OC0001,"RED RIVER AT EMERSON, MANITOBA",49.0081,-97.2106,NAD27,,,,,River/Stream,Sample-Routine,Surface Water,2022-12-13,10:30:00,,,,,,"Alkalinity, total",as CaCO3,,271,mg/L,Actual,,,mg/L,,Preliminary,,10111,ENV/CANADA,,,,,ECCCLabs,
https://doi.org/10.25976/vmt3-j060,Winnipeg River Basin Long-term Water Quality Monitoring Data,MA05PF0022,"WINNIPEG RIVER AT POINTE DU BOIS,",50.3006,-95.5556,NAD27,,,,,River/Stream,Sample-Routine,Surface Water,2022-12-14,11:00:00,,,,,,"Alkalinity, total",as CaCO3,,43.2,mg/L,Actual,,,mg/L,,Preliminary,,10111,ENV/CANADA,,,,,ECCCLabs,
https://doi.org/10.25976/vmt3-j060,Winnipeg River Basin Long-term Water Quality Monitoring Data,MA05PF0022,"WINNIPEG RIVER AT POINTE DU BOIS,",50.3006,-95.5556,NAD27,,,,,River/Stream,Sample-Routine,Surface Water,2022-12-14,11:10:00,,,,,,"Alkalinity, total",as CaCO3,,42,mg/L,Actual,,,mg/L,,Preliminary,,10111,ENV/CANADA,,,,,ECCCLabs,
https://doi.org/10.25976/tm9b-c550,Assiniboine-Red River Basin Long-term Water Quality Monitoring Data,MA05OC0001,"RED RIVER AT EMERSON, MANITOBA",49.0081,-97.2106,NAD27,,,,,River/Stream,Sample-Routine,Surface Water,2023-01-03,11:30:00,,,,,,"Alkalinity, total",as CaCO3,,262,mg/L,Actual,,,mg/L,,Preliminary,,10111,ENV/CANADA,,,,,ECCCLabs,
https://doi.org/10.25976/nfat-9s96,Lower Saskatchewan - Nelson River Basin Long-term Water Quality Monitoring Data,MA05KH0001,SASKATCHEWAN RIVER ABOVE CARROT RIVER,53.8417,-101.3342,NAD27,,,,,River/Stream,Sample-Routine,Surface Water,2023-01-10,09:30:00,,,,,,"Alkalinity, total",as CaCO3,,152,mg/L,Actual,,,mg/L,,Preliminary,,10111,ENV/CANADA,,,,,ECCCLabs,
https://doi.org/10.25976/tm9b-c550,Assiniboine-Red River Basin Long-term Water Quality Monitoring Data,MA05OC0001,"RED RIVER AT EMERSON, MANITOBA",49.0081,-97.2106,NAD27,,,,,River/Stream,Sample-Routine,Surface Water,2023-01-17,11:00:00,,,,,,"Alkalinity, total",as CaCO3,,271,mg/L,Actual,,,mg/L,,Preliminary,,10111,ENV/CANADA,,,,,ECCCLabs,
https://doi.org/10.25976/tm9b-c550,Assiniboine-Red River Basin Long-term Water Quality Monitoring Data,MA05OB0001,"PEMBINA RIVER AT WINDYGATES, MANITOBA",49.0314,-98.2778,NAD27,,,,,River/Stream,Sample-Routine,Surface Water,2023-01-17,13:30:00,,,,,,"Alkalinity, total",as CaCO3,,390,mg/L,Actual,,,mg/L,,Preliminary,,10111,ENV/CANADA,,,,,ECCCLabs,
https://doi.org/10.25976/tm9b-c550,Assiniboine-Red River Basin Long-term Water Quality Monitoring Data,MA05OC0001,"RED RIVER AT EMERSON, MANITOBA",49.0081,-97.2106,NAD27,,,,,River/Stream,Sample-Routine,Surface Water,2023-02-01,11:45:00,,,,,,"Alkalinity, total",as CaCO3,,265,mg/L,Actual,,,mg/L,,Preliminary,,10111,ENV/CANADA,,,,,ECCCLabs,
https://doi.org/10.25976/nfat-9s96,Lower Saskatchewan - Nelson River Basin Long-term Water Quality Monitoring Data,MA05KH0001,SASKATCHEWAN RIVER ABOVE CARROT RIVER,53.8417,-101.3342,NAD27,,,,,River/Stream,Sample-Routine,Surface Water,2023-02-14,14:30:00,,,,,,"Alkalinity, total",as CaCO3,,167,mg/L,Actual,,,mg/L,,Preliminary,,10111,ENV/CANADA,,,,,ECCCLabs,
https://doi.org/10.25976/tm9b-c550,Assiniboine-Red River Basin Long-term Water Quality Monitoring Data,MA05OC0001,"RED RIVER AT EMERSON, MANITOBA",49.0081,-97.2106,NAD27,,,,,River/Stream,Sample-Routine,Surface Water,2023-02-23,11:45:00,,,,,,"Alkalinity, total",as CaCO3,,278,mg/L,Actual,,,mg/L,,Preliminary,,10111,ENV/CANADA,,,,,ECCCLabs,
https://doi.org/10.25976/tm9b-c550,Assiniboine-Red River Basin Long-term Water Quality Monitoring Data,MA05OC0001,"RED RIVER AT EMERSON, MANITOBA",49.0081,-97.2106,NAD27,,,,,River/Stream,Sample-Routine,Surface Water,2023-03-06,12:50:00,,,,,,"Alkalinity, total",as CaCO3,,279,mg/L,Actual,,,mg/L,,Preliminary,,10111,ENV/CANADA,,,,,ECCCLabs,
https://doi.org/10.25976/tm9b-c550,Assiniboine-Red River Basin Long-term Water Quality Monitoring Data,MA05OC0001,"RED RIVER AT EMERSON, MANITOBA",49.0081,-97.2106,NAD27,,,,,River/Stream,Sample-Routine,Surface Water,2023-03-20,11:40:00,,,,,,"Alkalinity, total",as CaCO3,,275,mg/L,Actual,,,mg/L,,Preliminary,,10111,ENV/CANADA,,,,,ECCCLabs,
https://doi.org/10.25976/nfat-9s96,Lower Saskatchewan - Nelson River Basin Long-term Water Quality Monitoring Data,MA05KH0001,SASKATCHEWAN RIVER ABOVE CARROT RIVER,53.8417,-101.3342,NAD27,,,,,River/Stream,Sample-Routine,Surface Water,2023-03-22,08:10:00,,,,,,"Alkalinity, total",as CaCO3,,157,mg/L,Actual,,,mg/L,,Preliminary,,10111,ENV/CANADA,,,,,ECCCLabs,
https://doi.org/10.25976/tm9b-c550,Assiniboine-Red River Basin Long-term Water Quality Monitoring Data,MA05OC0001,"RED RIVER AT EMERSON, MANITOBA",49.0081,-97.2106,NAD27,,,,,River/Stream,Sample-Routine,Surface Water,2023-04-17,14:30:00,,,,,,"Alkalinity, total",as CaCO3,,142,mg/L,Actual,,,mg/L,,Preliminary,,10111,ENV/CANADA,,,,,ECCCLabs,
