DOI,Name,MonitoringLocationID,MonitoringLocationName,MonitoringLocationLatitude,MonitoringLocationLongitude,MonitoringLocationHorizontalCoordinateReferenceSystem,MonitoringLocationHorizontalAccuracyMeasure,MonitoringLocationHorizontalAccuracyUnit,MonitoringLocationVerticalMeasure,MonitoringLocationVerticalUnit,MonitoringLocationType,ActivityType,ActivityMediaName,ActivityStartDate,ActivityStartTime,ActivityEndDate,ActivityEndTime,ActivityDepthHeightMeasure,ActivityDepthHeightUnit,SampleCollectionEquipmentName,CharacteristicName,MethodSpeciation,ResultSampleFraction,ResultValue,ResultUnit,ResultValueType,ResultDetectionCondition,ResultDetectionQuantitationLimitMeasure,ResultDetectionQuantitationLimitUnit,ResultDetectionQuantitationLimitType,ResultStatusID,ResultComment,ResultAnalyticalMethodID,ResultAnalyticalMethodContext,ResultAnalyticalMethodName,AnalysisStartDate,AnalysisStartTime,AnalysisStartTimeZone,LaboratoryName,LaboratorySampleID
https://doi.org/10.25976/tm9b-c550,Assiniboine-Red River Basin Long-term Water Quality Monitoring Data,MA05OC0001,"RED RIVER AT EMERSON, MANITOBA",49.0081,-97.2106,NAD27,,,,,River/Stream,Sample-Routine,Surface Water,2020-03-10,12:05:00,,,,,,"Alkalinity, total",as CaCO3,,311,mg/L,Actual,,,mg/L,,Preliminary,,10111,ENV/CANADA,,,,,ECCCLabs,
https://doi.org/10.25976/at3g-hv09,East Interlake Watershed District Quarterly Sampling,FLD,Fish Lake Drain,50.69717921,-96.99627691,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2020-04-21,,,,,,Water Bottle,"Alkalinity, total",as CaCO3,,134,mg/L,Actual,,,,,,,2320B,APHA,,,,,ALS Environmental - Winnipeg,
https://doi.org/10.25976/at3g-hv09,East Interlake Watershed District Quarterly Sampling,GC,Grassmere Creek,49.97861479,-97.06841405,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2020-04-21,,,,,,Water Bottle,"Alkalinity, total",as CaCO3,,151,mg/L,Actual,,,,,,,2320B,APHA,,,,,ALS Environmental - Winnipeg,
https://doi.org/10.25976/at3g-hv09,East Interlake Watershed District Quarterly Sampling,NC,Netley Creek,50.3266361,-97.04458706,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2020-04-21,,,,,,Water Bottle,"Alkalinity, total",as CaCO3,,844,mg/L,Actual,,,,,,,2320B,APHA,,,,,ALS Environmental - Winnipeg,
https://doi.org/10.25976/at3g-hv09,East Interlake Watershed District Quarterly Sampling,PC,Parks Creek,50.03504571,-97.04032917,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2020-04-21,,,,,,Water Bottle,"Alkalinity, total",as CaCO3,,229,mg/L,Actual,,,,,,,2320B,APHA,,,,,ALS Environmental - Winnipeg,
https://doi.org/10.25976/at3g-hv09,East Interlake Watershed District Quarterly Sampling,WaC,Wavey Creek,50.2659642,-96.97505856,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2020-04-21,,,,,,Water Bottle,"Alkalinity, total",as CaCO3,,200,mg/L,Actual,,,,,,,2320B,APHA,,,,,ALS Environmental - Winnipeg,
https://doi.org/10.25976/at3g-hv09,East Interlake Watershed District Quarterly Sampling,WBC,Washow Bay Creek,51.15596608,-97.01780677,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2020-04-21,,,,,,Water Bottle,"Alkalinity, total",as CaCO3,,694,mg/L,Actual,,,,,,,2320B,APHA,,,,,ALS Environmental - Winnipeg,
https://doi.org/10.25976/at3g-hv09,East Interlake Watershed District Quarterly Sampling,FLD,Fish Lake Drain,50.69717921,-96.99627691,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2020-07-14,,,,,,Water Bottle,"Alkalinity, total",as CaCO3,,362,mg/L,Actual,,,,,,,2320B,APHA,,,,,ALS Environmental - Winnipeg,
https://doi.org/10.25976/at3g-hv09,East Interlake Watershed District Quarterly Sampling,GC,Grassmere Creek,49.97861479,-97.06841405,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2020-07-14,,,,,,Water Bottle,"Alkalinity, total",as CaCO3,,301,mg/L,Actual,,,,,,,2320B,APHA,,,,,ALS Environmental - Winnipeg,
https://doi.org/10.25976/at3g-hv09,East Interlake Watershed District Quarterly Sampling,NC,Netley Creek,50.3266361,-97.04458706,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2020-07-14,,,,,,Water Bottle,"Alkalinity, total",as CaCO3,,407,mg/L,Actual,,,,,,,2320B,APHA,,,,,ALS Environmental - Winnipeg,
https://doi.org/10.25976/at3g-hv09,East Interlake Watershed District Quarterly Sampling,PC,Parks Creek,50.03504571,-97.04032917,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2020-07-14,,,,,,Water Bottle,"Alkalinity, total",as CaCO3,,532,mg/L,Actual,,,,,,,2320B,APHA,,,,,ALS Environmental - Winnipeg,
https://doi.org/10.25976/at3g-hv09,East Interlake Watershed District Quarterly Sampling,WaC,Wavey Creek,50.2659642,-96.97505856,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2020-07-14,,,,,,Water Bottle,"Alkalinity, total",as CaCO3,,393,mg/L,Actual,,,,,,,2320B,APHA,,,,,ALS Environmental - Winnipeg,
https://doi.org/10.25976/at3g-hv09,East Interlake Watershed District Quarterly Sampling,WBC,Washow Bay Creek,51.15596608,-97.01780677,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2020-07-14,,,,,,Water Bottle,"Alkalinity, total",as CaCO3,,328,mg/L,Actual,,,,,,,2320B,APHA,,,,,ALS Environmental - Winnipeg,
https://doi.org/10.25976/tm9b-c550,Assiniboine-Red River Basin Long-term Water Quality Monitoring Data,MA05OC0001,"RED RIVER AT EMERSON, MANITOBA",49.0081,-97.2106,NAD27,,,,,River/Stream,Sample-Routine,Surface Water,2020-08-27,11:50:00,,,,,,"Alkalinity, total",as CaCO3,,198,mg/L,Actual,,,mg/L,,Preliminary,,10111,ENV/CANADA,,,,,ECCCLabs,
https://doi.org/10.25976/tm9b-c550,Assiniboine-Red River Basin Long-term Water Quality Monitoring Data,MA05OB0001,"PEMBINA RIVER AT WINDYGATES, MANITOBA",49.0314,-98.2778,NAD27,,,,,River/Stream,Sample-Routine,Surface Water,2020-08-31,12:40:00,,,,,,"Alkalinity, total",as CaCO3,,231,mg/L,Actual,,,mg/L,,Preliminary,,10111,ENV/CANADA,,,,,ECCCLabs,
https://doi.org/10.25976/tm9b-c550,Assiniboine-Red River Basin Long-term Water Quality Monitoring Data,MA05OC0001,"RED RIVER AT EMERSON, MANITOBA",49.0081,-97.2106,NAD27,,,,,River/Stream,Sample-Routine,Surface Water,2020-09-03,12:10:00,,,,,,"Alkalinity, total",as CaCO3,,229,mg/L,Actual,,,mg/L,,Preliminary,,10111,ENV/CANADA,,,,,ECCCLabs,
https://doi.org/10.25976/tm9b-c550,Assiniboine-Red River Basin Long-term Water Quality Monitoring Data,MA05OC0001,"RED RIVER AT EMERSON, MANITOBA",49.0081,-97.2106,NAD27,,,,,River/Stream,Sample-Routine,Surface Water,2020-09-11,11:00:00,,,,,,"Alkalinity, total",as CaCO3,,249,mg/L,Actual,,,mg/L,,Preliminary,,10111,ENV/CANADA,,,,,ECCCLabs,
https://doi.org/10.25976/tm9b-c550,Assiniboine-Red River Basin Long-term Water Quality Monitoring Data,MA05OB0001,"PEMBINA RIVER AT WINDYGATES, MANITOBA",49.0314,-98.2778,NAD27,,,,,River/Stream,Sample-Routine,Surface Water,2020-09-14,11:55:00,,,,,,"Alkalinity, total",as CaCO3,,253,mg/L,Actual,,,mg/L,,Preliminary,,10111,ENV/CANADA,,,,,ECCCLabs,
https://doi.org/10.25976/tm9b-c550,Assiniboine-Red River Basin Long-term Water Quality Monitoring Data,MA05OC0001,"RED RIVER AT EMERSON, MANITOBA",49.0081,-97.2106,NAD27,,,,,River/Stream,Sample-Routine,Surface Water,2020-09-16,11:45:00,,,,,,"Alkalinity, total",as CaCO3,,248,mg/L,Actual,,,mg/L,,Preliminary,,10111,ENV/CANADA,,,,,ECCCLabs,
https://doi.org/10.25976/vmt3-j060,Winnipeg River Basin Long-term Water Quality Monitoring Data,MA05PF0022,"WINNIPEG RIVER AT POINTE DU BOIS,",50.3006,-95.5556,NAD27,,,,,River/Stream,Sample-Routine,Surface Water,2020-09-22,12:15:00,,,,,,"Alkalinity, total",as CaCO3,,41.9,mg/L,Actual,,,mg/L,,Preliminary,,10111,ENV/CANADA,,,,,ECCCLabs,
https://doi.org/10.25976/tm9b-c550,Assiniboine-Red River Basin Long-term Water Quality Monitoring Data,MA05OC0001,"RED RIVER AT EMERSON, MANITOBA",49.0081,-97.2106,NAD27,,,,,River/Stream,Sample-Routine,Surface Water,2020-09-23,11:40:00,,,,,,"Alkalinity, total",as CaCO3,,245,mg/L,Actual,,,mg/L,,Preliminary,,10111,ENV/CANADA,,,,,ECCCLabs,
https://doi.org/10.25976/tm9b-c550,Assiniboine-Red River Basin Long-term Water Quality Monitoring Data,MA05OC0001,"RED RIVER AT EMERSON, MANITOBA",49.0081,-97.2106,NAD27,,,,,River/Stream,Sample-Routine,Surface Water,2020-09-29,11:30:00,,,,,,"Alkalinity, total",as CaCO3,,257,mg/L,Actual,,,mg/L,,Preliminary,,10111,ENV/CANADA,,,,,ECCCLabs,
https://doi.org/10.25976/tm9b-c550,Assiniboine-Red River Basin Long-term Water Quality Monitoring Data,MA05OC0001,"RED RIVER AT EMERSON, MANITOBA",49.0081,-97.2106,NAD27,,,,,River/Stream,Sample-Routine,Surface Water,2020-10-06,13:10:00,,,,,,"Alkalinity, total",as CaCO3,,246,mg/L,Actual,,,mg/L,,Preliminary,,10111,ENV/CANADA,,,,,ECCCLabs,
https://doi.org/10.25976/nfat-9s96,Lower Saskatchewan - Nelson River Basin Long-term Water Quality Monitoring Data,MA05KH0001,SASKATCHEWAN RIVER ABOVE CARROT RIVER,53.8417,-101.3342,NAD27,,,,,River/Stream,Sample-Routine,Surface Water,2020-10-06,14:00:00,,,,,,"Alkalinity, total",as CaCO3,,128,mg/L,Actual,,,mg/L,,Preliminary,,10111,ENV/CANADA,,,,,ECCCLabs,
https://doi.org/10.25976/tm9b-c550,Assiniboine-Red River Basin Long-term Water Quality Monitoring Data,MA05OB0001,"PEMBINA RIVER AT WINDYGATES, MANITOBA",49.0314,-98.2778,NAD27,,,,,River/Stream,Sample-Routine,Surface Water,2020-10-07,12:05:00,,,,,,"Alkalinity, total",as CaCO3,,269,mg/L,Actual,,,mg/L,,Preliminary,,10111,ENV/CANADA,,,,,ECCCLabs,
https://doi.org/10.25976/at3g-hv09,East Interlake Watershed District Quarterly Sampling,FLD,Fish Lake Drain,50.69717921,-96.99627691,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2020-10-13,,,,,,Water Bottle,"Alkalinity, total",as CaCO3,,439,mg/L,Actual,,,,,,,2320B,APHA,,,,,ALS Environmental - Winnipeg,
https://doi.org/10.25976/at3g-hv09,East Interlake Watershed District Quarterly Sampling,GC,Grassmere Creek,49.97861479,-97.06841405,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2020-10-13,,,,,,Water Bottle,"Alkalinity, total",as CaCO3,,324,mg/L,Actual,,,,,,,2320B,APHA,,,,,ALS Environmental - Winnipeg,
https://doi.org/10.25976/at3g-hv09,East Interlake Watershed District Quarterly Sampling,NC,Netley Creek,50.3266361,-97.04458706,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2020-10-13,,,,,,Water Bottle,"Alkalinity, total",as CaCO3,,457,mg/L,Actual,,,,,,,2320B,APHA,,,,,ALS Environmental - Winnipeg,
https://doi.org/10.25976/at3g-hv09,East Interlake Watershed District Quarterly Sampling,PC,Parks Creek,50.03504571,-97.04032917,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2020-10-13,,,,,,Water Bottle,"Alkalinity, total",as CaCO3,,563,mg/L,Actual,,,,,,,2320B,APHA,,,,,ALS Environmental - Winnipeg,
https://doi.org/10.25976/at3g-hv09,East Interlake Watershed District Quarterly Sampling,WaC,Wavey Creek,50.2659642,-96.97505856,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2020-10-13,,,,,,Water Bottle,"Alkalinity, total",as CaCO3,,396,mg/L,Actual,,,,,,,2320B,APHA,,,,,ALS Environmental - Winnipeg,
https://doi.org/10.25976/at3g-hv09,East Interlake Watershed District Quarterly Sampling,WBC,Washow Bay Creek,51.15596608,-97.01780677,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2020-10-13,,,,,,Water Bottle,"Alkalinity, total",as CaCO3,,306,mg/L,Actual,,,,,,,2320B,APHA,,,,,ALS Environmental - Winnipeg,
https://doi.org/10.25976/tm9b-c550,Assiniboine-Red River Basin Long-term Water Quality Monitoring Data,MA05OC0001,"RED RIVER AT EMERSON, MANITOBA",49.0081,-97.2106,NAD27,,,,,River/Stream,Sample-Routine,Surface Water,2020-10-14,13:30:00,,,,,,"Alkalinity, total",as CaCO3,,240,mg/L,Actual,,,mg/L,,Preliminary,,10111,ENV/CANADA,,,,,ECCCLabs,
https://doi.org/10.25976/tm9b-c550,Assiniboine-Red River Basin Long-term Water Quality Monitoring Data,MA05OC0001,"RED RIVER AT EMERSON, MANITOBA",49.0081,-97.2106,NAD27,,,,,River/Stream,Sample-Routine,Surface Water,2020-10-21,13:00:00,,,,,,"Alkalinity, total",as CaCO3,,248,mg/L,Actual,,,mg/L,,Preliminary,,10111,ENV/CANADA,,,,,ECCCLabs,
https://doi.org/10.25976/vmt3-j060,Winnipeg River Basin Long-term Water Quality Monitoring Data,MA05PF0022,"WINNIPEG RIVER AT POINTE DU BOIS,",50.3006,-95.5556,NAD27,,,,,River/Stream,Sample-Routine,Surface Water,2020-10-22,12:15:00,,,,,,"Alkalinity, total",as CaCO3,,40.6,mg/L,Actual,,,mg/L,,Preliminary,,10111,ENV/CANADA,,,,,ECCCLabs,
https://doi.org/10.25976/vmt3-j060,Winnipeg River Basin Long-term Water Quality Monitoring Data,MA05PF0022,"WINNIPEG RIVER AT POINTE DU BOIS,",50.3006,-95.5556,NAD27,,,,,River/Stream,Sample-Routine,Surface Water,2020-10-22,12:20:00,,,,,,"Alkalinity, total",as CaCO3,,41.7,mg/L,Actual,,,mg/L,,Preliminary,,10111,ENV/CANADA,,,,,ECCCLabs,
https://doi.org/10.25976/vmt3-j060,Winnipeg River Basin Long-term Water Quality Monitoring Data,MA05PF0022,"WINNIPEG RIVER AT POINTE DU BOIS,",50.3006,-95.5556,NAD27,,,,,River/Stream,Sample-Routine,Surface Water,2020-10-22,12:25:00,,,,,,"Alkalinity, total",as CaCO3,,40,mg/L,Actual,,,mg/L,,Preliminary,,10111,ENV/CANADA,,,,,ECCCLabs,
https://doi.org/10.25976/tm9b-c550,Assiniboine-Red River Basin Long-term Water Quality Monitoring Data,MA05OC0001,"RED RIVER AT EMERSON, MANITOBA",49.0081,-97.2106,NAD27,,,,,River/Stream,Sample-Routine,Surface Water,2020-10-27,11:50:00,,,,,,"Alkalinity, total",as CaCO3,,245,mg/L,Actual,,,mg/L,,Preliminary,,10111,ENV/CANADA,,,,,ECCCLabs,
https://doi.org/10.25976/nfat-9s96,Lower Saskatchewan - Nelson River Basin Long-term Water Quality Monitoring Data,MA05KH0001,SASKATCHEWAN RIVER ABOVE CARROT RIVER,53.8417,-101.3342,NAD27,,,,,River/Stream,Sample-Routine,Surface Water,2020-11-03,09:55:00,,,,,,"Alkalinity, total",as CaCO3,,126,mg/L,Actual,,,mg/L,,Preliminary,,10111,ENV/CANADA,,,,,ECCCLabs,
https://doi.org/10.25976/tm9b-c550,Assiniboine-Red River Basin Long-term Water Quality Monitoring Data,MA05OC0001,"RED RIVER AT EMERSON, MANITOBA",49.0081,-97.2106,NAD27,,,,,River/Stream,Sample-Routine,Surface Water,2020-11-04,12:45:00,,,,,,"Alkalinity, total",as CaCO3,,245,mg/L,Actual,,,mg/L,,Preliminary,,10111,ENV/CANADA,,,,,ECCCLabs,
https://doi.org/10.25976/tm9b-c550,Assiniboine-Red River Basin Long-term Water Quality Monitoring Data,MA05OC0001,"RED RIVER AT EMERSON, MANITOBA",49.0081,-97.2106,NAD27,,,,,River/Stream,Sample-Routine,Surface Water,2020-11-12,11:10:00,,,,,,"Alkalinity, total",as CaCO3,,243,mg/L,Actual,,,mg/L,,Preliminary,,10111,ENV/CANADA,,,,,ECCCLabs,
https://doi.org/10.25976/tm9b-c550,Assiniboine-Red River Basin Long-term Water Quality Monitoring Data,MA05OC0001,"RED RIVER AT EMERSON, MANITOBA",49.0081,-97.2106,NAD27,,,,,River/Stream,Sample-Routine,Surface Water,2020-11-17,13:15:00,,,,,,"Alkalinity, total",as CaCO3,,248,mg/L,Actual,,,mg/L,,Preliminary,,10111,ENV/CANADA,,,,,ECCCLabs,
https://doi.org/10.25976/vmt3-j060,Winnipeg River Basin Long-term Water Quality Monitoring Data,MA05PF0022,"WINNIPEG RIVER AT POINTE DU BOIS,",50.3006,-95.5556,NAD27,,,,,River/Stream,Sample-Routine,Surface Water,2020-11-23,13:20:00,,,,,,"Alkalinity, total",as CaCO3,,41.5,mg/L,Actual,,,mg/L,,Preliminary,,10111,ENV/CANADA,,,,,ECCCLabs,
https://doi.org/10.25976/tm9b-c550,Assiniboine-Red River Basin Long-term Water Quality Monitoring Data,MA05OC0001,"RED RIVER AT EMERSON, MANITOBA",49.0081,-97.2106,NAD27,,,,,River/Stream,Sample-Routine,Surface Water,2020-11-24,12:30:00,,,,,,"Alkalinity, total",as CaCO3,,264,mg/L,Actual,,,mg/L,,Preliminary,,10111,ENV/CANADA,,,,,ECCCLabs,
https://doi.org/10.25976/tm9b-c550,Assiniboine-Red River Basin Long-term Water Quality Monitoring Data,MA05OC0001,"RED RIVER AT EMERSON, MANITOBA",49.0081,-97.2106,NAD27,,,,,River/Stream,Sample-Routine,Surface Water,2020-12-01,11:50:00,,,,,,"Alkalinity, total",as CaCO3,,252,mg/L,Actual,,,mg/L,,Preliminary,,10111,ENV/CANADA,,,,,ECCCLabs,
https://doi.org/10.25976/nfat-9s96,Lower Saskatchewan - Nelson River Basin Long-term Water Quality Monitoring Data,MA05KH0001,SASKATCHEWAN RIVER ABOVE CARROT RIVER,53.8417,-101.3342,NAD27,,,,,River/Stream,Sample-Routine,Surface Water,2020-12-01,13:00:00,,,,,,"Alkalinity, total",as CaCO3,,148,mg/L,Actual,,,mg/L,,Preliminary,,10111,ENV/CANADA,,,,,ECCCLabs,
https://doi.org/10.25976/vmt3-j060,Winnipeg River Basin Long-term Water Quality Monitoring Data,MA05PF0022,"WINNIPEG RIVER AT POINTE DU BOIS,",50.3006,-95.5556,NAD27,,,,,River/Stream,Sample-Routine,Surface Water,2020-12-08,11:15:00,,,,,,"Alkalinity, total",as CaCO3,,41.6,mg/L,Actual,,,mg/L,,Preliminary,,10111,ENV/CANADA,,,,,ECCCLabs,
https://doi.org/10.25976/vmt3-j060,Winnipeg River Basin Long-term Water Quality Monitoring Data,MA05PF0022,"WINNIPEG RIVER AT POINTE DU BOIS,",50.3006,-95.5556,NAD27,,,,,River/Stream,Sample-Routine,Surface Water,2020-12-08,11:20:00,,,,,,"Alkalinity, total",as CaCO3,,41.8,mg/L,Actual,,,mg/L,,Preliminary,,10111,ENV/CANADA,,,,,ECCCLabs,
https://doi.org/10.25976/tm9b-c550,Assiniboine-Red River Basin Long-term Water Quality Monitoring Data,MA05OC0001,"RED RIVER AT EMERSON, MANITOBA",49.0081,-97.2106,NAD27,,,,,River/Stream,Sample-Routine,Surface Water,2020-12-08,12:40:00,,,,,,"Alkalinity, total",as CaCO3,,254,mg/L,Actual,,,mg/L,,Preliminary,,10111,ENV/CANADA,,,,,ECCCLabs,
https://doi.org/10.25976/at3g-hv09,East Interlake Watershed District Quarterly Sampling,NC,Netley Creek,50.3266361,-97.04458706,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2021-01-19,,,,,,Water Bottle,"Alkalinity, total",as CaCO3,,508,mg/L,Actual,,,,,,,2320B,APHA,,,,,ALS Environmental - Winnipeg,
https://doi.org/10.25976/at3g-hv09,East Interlake Watershed District Quarterly Sampling,WaC,Wavey Creek,50.2659642,-96.97505856,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2021-01-19,,,,,,Water Bottle,"Alkalinity, total",as CaCO3,,432,mg/L,Actual,,,,,,,2320B,APHA,,,,,ALS Environmental - Winnipeg,
https://doi.org/10.25976/at3g-hv09,East Interlake Watershed District Quarterly Sampling,WBC,Washow Bay Creek,51.15596608,-97.01780677,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2021-01-19,,,,,,Water Bottle,"Alkalinity, total",as CaCO3,,330,mg/L,Actual,,,,,,,2320B,APHA,,,,,ALS Environmental - Winnipeg,
https://doi.org/10.25976/vmt3-j060,Winnipeg River Basin Long-term Water Quality Monitoring Data,MA05PF0022,"WINNIPEG RIVER AT POINTE DU BOIS,",50.3006,-95.5556,NAD27,,,,,River/Stream,Sample-Routine,Surface Water,2021-01-25,13:15:00,,,,,,"Alkalinity, total",as CaCO3,,44.8,mg/L,Actual,,,mg/L,,Preliminary,,10111,ENV/CANADA,,,,,ECCCLabs,
https://doi.org/10.25976/vmt3-j060,Winnipeg River Basin Long-term Water Quality Monitoring Data,MA05PF0022,"WINNIPEG RIVER AT POINTE DU BOIS,",50.3006,-95.5556,NAD27,,,,,River/Stream,Sample-Routine,Surface Water,2021-01-25,13:20:00,,,,,,"Alkalinity, total",as CaCO3,,42.3,mg/L,Actual,,,mg/L,,Preliminary,,10111,ENV/CANADA,,,,,ECCCLabs,
https://doi.org/10.25976/tm9b-c550,Assiniboine-Red River Basin Long-term Water Quality Monitoring Data,MA05OB0001,"PEMBINA RIVER AT WINDYGATES, MANITOBA",49.0314,-98.2778,NAD27,,,,,River/Stream,Sample-Routine,Surface Water,2021-01-26,13:30:00,,,,,,"Alkalinity, total",as CaCO3,,372,mg/L,Actual,,,mg/L,,Preliminary,,10111,ENV/CANADA,,,,,ECCCLabs,
https://doi.org/10.25976/tm9b-c550,Assiniboine-Red River Basin Long-term Water Quality Monitoring Data,MA05OC0001,"RED RIVER AT EMERSON, MANITOBA",49.0081,-97.2106,NAD27,,,,,River/Stream,Sample-Routine,Surface Water,2021-01-28,13:50:00,,,,,,"Alkalinity, total",as CaCO3,,263,mg/L,Actual,,,mg/L,,Preliminary,,10111,ENV/CANADA,,,,,ECCCLabs,
https://doi.org/10.25976/tm9b-c550,Assiniboine-Red River Basin Long-term Water Quality Monitoring Data,MA05OC0001,"RED RIVER AT EMERSON, MANITOBA",49.0081,-97.2106,NAD27,,,,,River/Stream,Sample-Routine,Surface Water,2021-02-02,11:55:00,,,,,,"Alkalinity, total",as CaCO3,,261,mg/L,Actual,,,mg/L,,Preliminary,,10111,ENV/CANADA,,,,,ECCCLabs,
https://doi.org/10.25976/tm9b-c550,Assiniboine-Red River Basin Long-term Water Quality Monitoring Data,MA05OC0001,"RED RIVER AT EMERSON, MANITOBA",49.0081,-97.2106,NAD27,,,,,River/Stream,Sample-Routine,Surface Water,2021-02-15,14:00:00,,,,,,"Alkalinity, total",as CaCO3,,262,mg/L,Actual,,,mg/L,,Preliminary,,10111,ENV/CANADA,,,,,ECCCLabs,
https://doi.org/10.25976/vmt3-j060,Winnipeg River Basin Long-term Water Quality Monitoring Data,MA05PF0022,"WINNIPEG RIVER AT POINTE DU BOIS,",50.3006,-95.5556,NAD27,,,,,River/Stream,Sample-Routine,Surface Water,2021-02-17,14:15:00,,,,,,"Alkalinity, total",as CaCO3,,44.5,mg/L,Actual,,,mg/L,,Preliminary,,10111,ENV/CANADA,,,,,ECCCLabs,
https://doi.org/10.25976/vmt3-j060,Winnipeg River Basin Long-term Water Quality Monitoring Data,MA05PF0022,"WINNIPEG RIVER AT POINTE DU BOIS,",50.3006,-95.5556,NAD27,,,,,River/Stream,Sample-Routine,Surface Water,2021-02-17,14:20:00,,,,,,"Alkalinity, total",as CaCO3,,46.2,mg/L,Actual,,,mg/L,,Preliminary,,10111,ENV/CANADA,,,,,ECCCLabs,
https://doi.org/10.25976/nfat-9s96,Lower Saskatchewan - Nelson River Basin Long-term Water Quality Monitoring Data,MA05KH0001,SASKATCHEWAN RIVER ABOVE CARROT RIVER,53.8417,-101.3342,NAD27,,,,,River/Stream,Sample-Routine,Surface Water,2021-02-24,15:10:00,,,,,,"Alkalinity, total",as CaCO3,,175,mg/L,Actual,,,mg/L,,Preliminary,,10111,ENV/CANADA,,,,,ECCCLabs,
https://doi.org/10.25976/tm9b-c550,Assiniboine-Red River Basin Long-term Water Quality Monitoring Data,MA05OC0001,"RED RIVER AT EMERSON, MANITOBA",49.0081,-97.2106,NAD27,,,,,River/Stream,Sample-Routine,Surface Water,2021-03-02,14:00:00,,,,,,"Alkalinity, total",as CaCO3,,252,mg/L,Actual,,,mg/L,,Preliminary,,10111,ENV/CANADA,,,,,ECCCLabs,
https://doi.org/10.25976/tm9b-c550,Assiniboine-Red River Basin Long-term Water Quality Monitoring Data,MA05OC0001,"RED RIVER AT EMERSON, MANITOBA",49.0081,-97.2106,NAD27,,,,,River/Stream,Sample-Routine,Surface Water,2021-03-02,14:05:00,,,,,,"Alkalinity, total",as CaCO3,,251,mg/L,Actual,,,mg/L,,Preliminary,,10111,ENV/CANADA,,,,,ECCCLabs,
https://doi.org/10.25976/tm9b-c550,Assiniboine-Red River Basin Long-term Water Quality Monitoring Data,MA05OC0001,"RED RIVER AT EMERSON, MANITOBA",49.0081,-97.2106,NAD27,,,,,River/Stream,Sample-Routine,Surface Water,2021-03-02,14:10:00,,,,,,"Alkalinity, total",as CaCO3,,251,mg/L,Actual,,,mg/L,,Preliminary,,10111,ENV/CANADA,,,,,ECCCLabs,
https://doi.org/10.25976/vmt3-j060,Winnipeg River Basin Long-term Water Quality Monitoring Data,MA05PF0022,"WINNIPEG RIVER AT POINTE DU BOIS,",50.3006,-95.5556,NAD27,,,,,River/Stream,Sample-Routine,Surface Water,2021-03-10,11:45:00,,,,,,"Alkalinity, total",as CaCO3,,45.2,mg/L,Actual,,,mg/L,,Preliminary,,10111,ENV/CANADA,,,,,ECCCLabs,
https://doi.org/10.25976/vmt3-j060,Winnipeg River Basin Long-term Water Quality Monitoring Data,MA05PF0022,"WINNIPEG RIVER AT POINTE DU BOIS,",50.3006,-95.5556,NAD27,,,,,River/Stream,Sample-Routine,Surface Water,2021-03-10,12:00:00,,,,,,"Alkalinity, total",as CaCO3,,44,mg/L,Actual,,,mg/L,,Preliminary,,10111,ENV/CANADA,,,,,ECCCLabs,
https://doi.org/10.25976/nfat-9s96,Lower Saskatchewan - Nelson River Basin Long-term Water Quality Monitoring Data,MA05KH0001,SASKATCHEWAN RIVER ABOVE CARROT RIVER,53.8417,-101.3342,NAD27,,,,,River/Stream,Sample-Routine,Surface Water,2021-03-16,08:20:00,,,,,,"Alkalinity, total",as CaCO3,,165,mg/L,Actual,,,mg/L,,Preliminary,,10111,ENV/CANADA,,,,,ECCCLabs,
https://doi.org/10.25976/tm9b-c550,Assiniboine-Red River Basin Long-term Water Quality Monitoring Data,MA05OC0001,"RED RIVER AT EMERSON, MANITOBA",49.0081,-97.2106,NAD27,,,,,River/Stream,Sample-Routine,Surface Water,2021-03-22,12:05:00,,,,,,"Alkalinity, total",as CaCO3,,196,mg/L,Actual,,,mg/L,,Preliminary,,10111,ENV/CANADA,,,,,ECCCLabs,
